batch,inst_code,inst,major_code,major,first,second,plan_num
本科批,3645,南宁理工学院,0N,财务管理,历史,不限,2
本科批,0456,山东财经大学,0N,经济统计学,历史,不限,2
本科批,0118,山西师范大学,0N,编辑出版学,历史,不限,1
本科批,0718,陕西师范大学,0N,历史学类[历史学(师范)、历史学(新文科班)、世界史、文物与博物馆学、古典文献学],历史,不限,2
本科批,1047,上海立信会计金融学院,0N,商务英语,历史,不限,2
本科批,0157,沈阳农业大学,0N,金融学,历史,不限,23
本科批,0636,四川师范大学,0N,网络与新媒体,历史,不限,2
本科批,3673,四川外国语大学成都学院,0N,意大利语,历史,不限,1
本科批,0070,天津财经大学,0N,工商管理类[工商管理、工商管理(大数据管理决策实验班)、市场营销、人力资源管理],历史,不限,2
本科批,3235,武汉城市学院,0N,城乡规划,历史,不限,1
本科批,0652,西南政法大学,0N,新闻传播学类(新闻学、广播电视学、传播学、网络与新媒体),历史,不限,4
本科批,0673,云南大学,0N,汉语言文学,历史,不限,3
本科批,0049,中国戏曲学院,0N,艺术管理(国际文化交流),历史,不限,1
本科批,2636,成都东软学院,0P,医学影像技术,物理,化学,2
本科批,3212,大连医科大学中山学院,0P,康复物理治疗,物理,化学,10
本科批,0226,哈尔滨医科大学,0P,医学检验技术,物理,化学,4
本科批,0507,湖北中医药大学,0P,卫生检验与检疫,物理,化学,1
本科批,0112,太原理工大学,0P,农业水利工程,物理,化学,2
本科批,1390,玉溪师范学院,0P,化学(师范类),物理,化学,2
本科批,0285,苏州大学,0P,临床医学,物理,化学&生物,1
本科批,0357,安徽大学,0P,机械设计制造及其自动化,物理,不限,3
本科批,0879,安徽科技学院,0P,城乡规划,物理,不限,2
本科批,3762,福州外语外贸学院,0P,大数据管理与应用,物理,不限,2
本科批,0589,海南大学,0P,自动化,物理,不限,1
本科批,0359,合肥工业大学,0P,计算机科学与技术,物理,不限,3
本科批,9359,合肥工业大学(宣城校区),0P,机械工程,物理,不限,2
本科批,0077,河北地质大学,0P,计算机类(计算机科学与技术、电子信息工程、通信工程、光电信息科学与工程、软件工程、信息安全、数据科学与大数据技术),物理,不限,4
本科批,0076,河北工程大学,0P,通信工程,物理,不限,2
本科批,0080,河北工业大学,0P,安全工程,物理,不限,2
本科批,0471,河南中医药大学,0P,计算机类(计算机科学与技术、软件工程、医学信息工程),物理,不限,3
本科批,1802,黑龙江工程学院,0P,网络与新媒体,物理,不限,1
本科批,0551,湖南科技学院,0P,制药工程,物理,不限,3
本科批,2303,湖南涉外经济学院,0P,机械设计制造及其自动化,物理,不限,2
本科批,0079,华北电力大学(保定),0P,应用物理学,物理,不限,2
本科批,3471,集美大学诚毅学院,0P,数据科学与大数据技术,物理,不限,1
本科批,3626,昆明理工大学津桥学院,0P,国际经济与贸易,物理,不限,1
本科批,0287,南京航空航天大学,0P,机器人工程,物理,不限,4
本科批,1065,青岛大学,0P,新闻学,物理,不限,1
本科批,0456,山东财经大学,0P,数据科学与大数据技术,物理,不限,2
本科批,0272,上海财经大学,0P,数据科学与大数据技术(工学),物理,不限,3
本科批,0252,上海理工大学,0P,英语(中外合作办学)(中美合作),物理,不限,4
本科批,1047,上海立信会计金融学院,0P,英语,物理,不限,1
本科批,0143,沈阳航空航天大学,0P,工业设计,物理,不限,27
本科批,0153,沈阳建筑大学,0P,工程造价,物理,不限,26
本科批,0157,沈阳农业大学,0P,农林经济管理,物理,不限,12
本科批,0107,石家庄铁道大学,0P,工程力学,物理,不限,3
本科批,0677,西南林业大学,0P,机械电子工程,物理,不限,1
本科批,4435,营口理工学院,0P,大数据管理与应用,物理,不限,55
本科批,3326,云南大学滇池学院,0P,计算机科学与技术,物理,不限,2
本科批,0059,中国民航大学,0P,无人驾驶航空器系统工程,物理,不限,6
本科批,0624,中国民用航空飞行学院,0P,无人驾驶航空器系统工程,物理,不限,7
本科批,0520,中南财经政法大学,0P,工商管理类(会计学院)[会计学、会计学(注册会计师方向)、财务管理],物理,不限,1
本科批,0011,北京工商大学,0P,食品科学与工程类(食品科学与工程、食品质量与安全、食品营养与健康),物理,化学|生物,5
本科批,0660,贵州医科大学,0P,药学(中外合作办学),物理,化学|生物,4
本科批,0662,贵州中医药大学,0P,中药学,物理,化学|生物,2
本科批,0929,湖北医药学院,0P,预防医学,物理,化学|生物,1
本科批,1230,齐齐哈尔医学院,0P,生物医学工程,物理,化学|生物,1
本科批,0429,青岛理工大学,0P,环境工程,物理,化学|生物,2
本科批,0226,哈尔滨医科大学,0P,医学检验技术,历史,化学,3
本科批,3844,东莞城市学院,0P,法学,历史,不限,2
本科批,3830,广西外国语学院,0P,市场营销,历史,不限,1
本科批,0476,河南师范大学,0P,日语,历史,不限,5
本科批,1802,黑龙江工程学院,0P,网络与新媒体,历史,不限,1
本科批,0054,华北电力大学(北京),0P,法学,历史,不限,2
本科批,0193,吉林农业大学,0P,英语,历史,不限,2
本科批,3626,昆明理工大学津桥学院,0P,国际经济与贸易,历史,不限,1
本科批,2710,闽南理工学院,0P,财务管理,历史,不限,1
本科批,1122,三江学院,0P,国际经济与贸易,历史,不限,3
本科批,1047,上海立信会计金融学院,0P,英语,历史,不限,1
本科批,1835,上海政法学院,0P,行政管理,历史,不限,2
本科批,0157,沈阳农业大学,0P,农林经济管理,历史,不限,22
本科批,3673,四川外国语大学成都学院,0P,翻译,历史,不限,1
本科批,0673,云南大学,0P,英语,历史,不限,2
本科批,0049,中国戏曲学院,0P,文化产业管理,历史,不限,1
本科批,0520,中南财经政法大学,0P,工商管理类(会计学院)[会计学、会计学(注册会计师方向)、财务管理],历史,不限,1
本科批,0011,北京工商大学,0Q,应用化学(日化方向),物理,化学,5
本科批,3212,大连医科大学中山学院,0Q,医学检验技术,物理,化学,11
本科批,0226,哈尔滨医科大学,0Q,康复治疗学,物理,化学,2
本科批,0589,海南大学,0Q,材料科学与工程,物理,化学,1
本科批,0112,太原理工大学,0Q,水文与水资源工程,物理,化学,2
本科批,0009,北方工业大学,0Q,自动化(创新实验班),物理,不限,2
本科批,0031,北京第二外国语学院,0Q,阿拉伯语,物理,不限,2
本科批,9027,北京师范大学(珠海校区),0Q,数学类[数学与应用数学、物理学、系统科学与工程、数据科学与大数据技术、应用统计学、人工智能(创新实验班)],物理,不限,5
本科批,0616,成都理工大学,0Q,工商管理,物理,不限,2
本科批,3665,电子科技大学成都学院,0Q,机器人工程,物理,不限,4
本科批,1775,防灾科技学院,0Q,会计学,物理,不限,2
本科批,0392,福建医科大学,0Q,护理学,物理,不限,2
本科批,3830,广西外国语学院,0Q,人力资源管理,物理,不限,1
本科批,3650,贵阳信息科技学院,0Q,机械设计制造及其自动化,物理,不限,3
本科批,0217,哈尔滨工程大学,0Q,轮机工程(中外合作办学),物理,不限,3
本科批,3307,哈尔滨华德学院,0Q,工程造价,物理,不限,7
本科批,0359,合肥工业大学,0Q,电子信息工程,物理,不限,2
本科批,0077,河北地质大学,0Q,计算机科学与技术,物理,不限,5
本科批,0076,河北工程大学,0Q,光电信息科学与工程,物理,不限,2
本科批,0080,河北工业大学,0Q,海洋技术,物理,不限,2
本科批,1420,河北金融学院,0Q,知识产权,物理,不限,4
本科批,3391,河北科技学院,0Q,智能车辆工程,物理,不限,5
本科批,0089,河北医科大学,0Q,护理学类(护理学、助产学),物理,不限,4
本科批,1802,黑龙江工程学院,0Q,工程造价,物理,不限,1
本科批,3441,江西财经大学现代经济管理学院,0Q,数字经济,物理,不限,1
本科批,3626,昆明理工大学津桥学院,0Q,会计学,物理,不限,2
本科批,1312,龙岩学院,0Q,电子信息工程,物理,不限,3
本科批,0287,南京航空航天大学,0Q,智能制造工程,物理,不限,2
本科批,1287,南京审计大学,0Q,数据科学与大数据技术,物理,不限,2
本科批,0293,南京邮电大学,0Q,网络工程,物理,不限,5
本科批,0456,山东财经大学,0Q,计算机类(人工智能、计算机科学与技术、数字媒体技术),物理,不限,6
本科批,1047,上海立信会计金融学院,0Q,日语,物理,不限,1
本科批,1835,上海政法学院,0Q,劳动与社会保障,物理,不限,2
本科批,0143,沈阳航空航天大学,0Q,材料成型及控制工程,物理,不限,35
本科批,0153,沈阳建筑大学,0Q,土地资源管理,物理,不限,10
本科批,0157,沈阳农业大学,0Q,旅游管理,物理,不限,8
本科批,3673,四川外国语大学成都学院,0Q,商务英语,物理,不限,1
本科批,0285,苏州大学,0Q,人工智能,物理,不限,1
本科批,4435,营口理工学院,0Q,物流管理,物理,不限,23
本科批,0290,中国矿业大学,0Q,新能源材料与器件,物理,不限,4
本科批,0624,中国民用航空飞行学院,0Q,安全工程,物理,不限,3
本科批,3234,湖北大学知行学院,0Q,生物技术,物理,化学|生物,1
本科批,0431,齐鲁工业大学,0Q,生物工程,物理,化学|生物,5
本科批,0684,曲靖师范学院,0Q,生物科学(师范类),物理,化学|生物,4
本科批,0226,哈尔滨医科大学,0Q,康复治疗学,历史,化学,2
本科批,3898,北京科技大学天津学院,0Q,国际经济与贸易,历史,不限,2
本科批,0616,成都理工大学,0Q,工商管理,历史,不限,2
本科批,3830,广西外国语学院,0Q,人力资源管理,历史,不限,1
本科批,1420,河北金融学院,0Q,知识产权,历史,不限,4
本科批,0089,河北医科大学,0Q,护理学类(护理学、助产学),历史,不限,4
本科批,0079,华北电力大学(保定),0Q,外国语言文学类(英语、翻译),历史,不限,3
本科批,0054,华北电力大学(北京),0Q,公共管理类(公共事业管理、行政管理),历史,不限,1
本科批,3626,昆明理工大学津桥学院,0Q,会计学,历史,不限,1
本科批,1047,上海立信会计金融学院,0Q,日语,历史,不限,2
本科批,0157,沈阳农业大学,0Q,旅游管理,历史,不限,45
本科批,3673,四川外国语大学成都学院,0Q,商务英语,历史,不限,2
本科批,0070,天津财经大学,0Q,会计学,历史,不限,2
本科批,0652,西南政法大学,0Q,法学,历史,不限,2
本科批,4435,营口理工学院,0Q,物流管理,历史,不限,55
本科批,1079,成都大学,0R,材料科学与工程,物理,化学,2
本科批,3212,大连医科大学中山学院,0R,智能医学工程,物理,化学,12
本科批,0589,海南大学,0R,高分子材料与工程,物理,化学,1
本科批,0112,太原理工大学,0R,化学工程与工艺,物理,化学,2
本科批,0119,太原师范学院,0R,应用化学,物理,化学,2
本科批,0431,齐鲁工业大学,0R,生物技术,物理,生物,8
本科批,0226,哈尔滨医科大学,0R,精神医学,物理,化学&生物,2
本科批,0357,安徽大学,0R,人工智能,物理,不限,6
本科批,0879,安徽科技学院,0R,建筑学,物理,不限,2
本科批,0009,北方工业大学,0R,计算机科学与技术,物理,不限,2
本科批,0031,北京第二外国语学院,0R,土耳其语,物理,不限,1
本科批,3665,电子科技大学成都学院,0R,计算机科学与技术,物理,不限,6
本科批,0405,东华理工大学,0R,核工程类(核工程与核技术、辐射防护与核安全),物理,不限,3
本科批,0217,哈尔滨工程大学,0R,自动化(中外合作办学),物理,不限,3
本科批,0359,合肥工业大学,0R,通信工程,物理,不限,2
本科批,0076,河北工程大学,0R,自动化,物理,不限,2
本科批,1420,河北金融学院,0R,区块链工程,物理,不限,6
本科批,3391,河北科技学院,0R,小学教育,物理,不限,5
本科批,1802,黑龙江工程学院,0R,人工智能,物理,不限,2
本科批,0079,华北电力大学(保定),0R,经济学,物理,不限,2
本科批,1104,华北科技学院,0R,自动化,物理,不限,2
本科批,3626,昆明理工大学津桥学院,0R,市场营销,物理,不限,1
本科批,0291,南京工业大学,0R,资源循环科学与工程,物理,不限,2
本科批,0287,南京航空航天大学,0R,材料科学与工程,物理,不限,5
本科批,1065,青岛大学,0R,电气工程及其自动化,物理,不限,3
本科批,0429,青岛理工大学,0R,车辆工程,物理,不限,2
本科批,1047,上海立信会计金融学院,0R,保险学,物理,不限,1
本科批,0143,沈阳航空航天大学,0R,焊接技术与工程,物理,不限,43
本科批,0153,沈阳建筑大学,0R,房地产开发与管理,物理,不限,10
本科批,0157,沈阳农业大学,0R,农业机械化及其自动化,物理,不限,43
本科批,0164,沈阳医学院,0R,健康服务与管理,物理,不限,15
本科批,0636,四川师范大学,0R,物理学,物理,不限,2
本科批,3235,武汉城市学院,0R,护理学,物理,不限,1
本科批,4435,营口理工学院,0R,物流工程,物理,不限,37
本科批,0680,云南中医药大学,0R,中医学,物理,不限,1
本科批,0290,中国矿业大学,0R,物理学类(应用物理学、光电信息科学与工程),物理,不限,5
本科批,0059,中国民航大学,0R,工商管理类(航空运输管理)(经济与金融、工商管理、会计学、财务管理),物理,不限,5
本科批,0624,中国民用航空飞行学院,0R,消防工程,物理,不限,3
本科批,0684,曲靖师范学院,0R,生物技术,物理,化学|生物,2
本科批,1390,玉溪师范学院,0R,生物科学(师范类),物理,化学|生物,2
本科批,1561,甘肃民族师范学院,0R,地理科学(师范类),物理,化学|地理,2
本科批,3391,河北科技学院,0R,小学教育,历史,不限,3
本科批,0054,华北电力大学(北京),0R,网络与新媒体,历史,不限,1
本科批,3626,昆明理工大学津桥学院,0R,市场营销,历史,不限,1
本科批,2710,闽南理工学院,0R,审计学,历史,不限,1
本科批,1047,上海立信会计金融学院,0R,保险学,历史,不限,1
本科批,0673,云南大学,0R,日语,历史,不限,2
本科批,3212,大连医科大学中山学院,0S,中药学,物理,化学,10
本科批,1517,河南工程学院,0S,服装设计与工程,物理,化学,2
本科批,0879,安徽科技学院,0S,土木工程,物理,不限,1
本科批,0372,安庆师范大学,0S,计算机类[计算机科学与技术(师范)、计算机科学与技术、物联网工程、数字媒体技术、数据科学与大数据技术、智能科学与技术],物理,不限,5
本科批,0009,北方工业大学,0S,计算机科学与技术(创新实验班),物理,不限,1
本科批,0621,成都信息工程大学,0S,数据科学与大数据技术,物理,不限,1
本科批,0172,大连外国语大学,0S,西班牙语(中外合作办学),物理,不限,10
本科批,3665,电子科技大学成都学院,0S,软件工程,物理,不限,4
本科批,3762,福州外语外贸学院,0S,财务管理,物理,不限,2
本科批,3650,贵阳信息科技学院,0S,自动化,物理,不限,3
本科批,0217,哈尔滨工程大学,0S,水声工程(中外合作办学),物理,不限,5
本科批,0589,海南大学,0S,电子信息类(电子信息工程、电子科学与技术、通信工程),物理,不限,4
本科批,0359,合肥工业大学,0S,物联网工程,物理,不限,2
本科批,3391,河北科技学院,0S,学前教育,物理,不限,4
本科批,3501,河南开封科技传媒学院,0S,财务管理,物理,不限,1
本科批,1802,黑龙江工程学院,0S,数据科学与大数据技术,物理,不限,3
本科批,0927,湖北科技学院,0S,电子信息类(光电信息科学与工程、电子信息科学与技术),物理,不限,2
本科批,0079,华北电力大学(保定),0S,电气工程及其自动化,物理,不限,13
本科批,0574,华南师范大学,0S,数学与应用数学(师范),物理,不限,3
本科批,3471,集美大学诚毅学院,0S,工程管理,物理,不限,1
本科批,3441,江西财经大学现代经济管理学院,0S,旅游管理(数字文旅),物理,不限,1
本科批,3626,昆明理工大学津桥学院,0S,物流管理,物理,不限,1
本科批,0738,陇东学院,0S,数据科学与大数据技术,物理,不限,2
本科批,1319,南昌工程学院,0S,通信工程,物理,不限,4
本科批,0287,南京航空航天大学,0S,核工程类(核工程与核技术、辐射防护与核安全),物理,不限,4
本科批,0429,青岛理工大学,0S,安全工程,物理,不限,2
本科批,4527,山西工程技术学院,0S,采矿工程,物理,不限,1
本科批,0272,上海财经大学,0S,统计学类[统计学(实验班)、经济统计学(金融统计与风险管理)、数据科学与大数据技术(理学)],物理,不限,4
本科批,1047,上海立信会计金融学院,0S,精算学,物理,不限,2
本科批,0143,沈阳航空航天大学,0S,金属材料工程,物理,不限,45
本科批,0153,沈阳建筑大学,0S,城市管理,物理,不限,10
本科批,0157,沈阳农业大学,0S,农业建筑环境与能源工程,物理,不限,31
本科批,0164,沈阳医学院,0S,应用心理学,物理,不限,12
本科批,0107,石家庄铁道大学,0S,英语,物理,不限,1
本科批,1071,新乡学院,0S,计算机类(计算机科学与技术、软件工程、物联网工程、数据科学与大数据技术),物理,不限,4
本科批,3895,燕京理工学院,0S,数据科学与大数据技术,物理,不限,1
本科批,1117,扬州大学,0S,物理学(含师范),物理,不限,1
本科批,4435,营口理工学院,0S,供应链管理,物理,不限,10
本科批,0290,中国矿业大学,0S,能源动力类(储能科学与工程、能源与动力工程),物理,不限,10
本科批,0624,中国民用航空飞行学院,0S,工商管理,物理,不限,4
本科批,0520,中南财经政法大学,0S,统计学类(统计学、应用统计学、数据科学与大数据技术、经济统计学),物理,不限,1
本科批,0193,吉林农业大学,0S,动物医学,物理,化学|生物,2
本科批,0112,太原理工大学,0S,制药工程,物理,化学|生物,2
本科批,3898,北京科技大学天津学院,0S,金融工程,历史,不限,2
本科批,0172,大连外国语大学,0S,西班牙语(中外合作办学),历史,不限,30
本科批,3844,东莞城市学院,0S,汉语言文学,历史,不限,1
本科批,3762,福州外语外贸学院,0S,财务管理,历史,不限,2
本科批,3391,河北科技学院,0S,学前教育,历史,不限,4
本科批,3501,河南开封科技传媒学院,0S,财务管理,历史,不限,1
本科批,0054,华北电力大学(北京),0S,外国语言文学类(英语、翻译),历史,不限,2
本科批,3441,江西财经大学现代经济管理学院,0S,旅游管理(数字文旅),历史,不限,2
本科批,3626,昆明理工大学津桥学院,0S,物流管理,历史,不限,1
本科批,3645,南宁理工学院,0S,英语,历史,不限,3
本科批,1230,齐齐哈尔医学院,0S,健康服务与管理,历史,不限,2
本科批,0107,石家庄铁道大学,0S,英语,历史,不限,1
本科批,3673,四川外国语大学成都学院,0S,网络与新媒体,历史,不限,1
本科批,4435,营口理工学院,0S,供应链管理,历史,不限,22
本科批,0624,中国民用航空飞行学院,0S,工商管理,历史,不限,4
本科批,0226,哈尔滨医科大学,0T,药物制剂,物理,化学,3
本科批,0543,湖南理工学院,0T,应用化学(中外合作办学),物理,化学,2
本科批,0054,华北电力大学(北京),0T,碳储科学与工程,物理,化学,1
本科批,1562,兰州文理学院,0T,应用化学,物理,化学,2
本科批,0372,安庆师范大学,0T,电子信息类(电子信息科学与技术、通信工程、微电子科学与工程、光电信息科学与工程),物理,不限,5
本科批,0009,北方工业大学,0T,信息安全,物理,不限,2
本科批,1417,北京联合大学,0T,国际经济与贸易,物理,不限,2
本科批,0621,成都信息工程大学,0T,网络工程,物理,不限,2
本科批,0172,大连外国语大学,0T,哈萨克语,物理,不限,7
本科批,3665,电子科技大学成都学院,0T,网络工程,物理,不限,4
本科批,0405,东华理工大学,0T,电子信息类(电子信息工程、电子科学与技术),物理,不限,2
本科批,3830,广西外国语学院,0T,财务管理,物理,不限,2
本科批,0217,哈尔滨工程大学,0T,计算机科学与技术(本博贯通),物理,不限,2
本科批,0589,海南大学,0T,人工智能,物理,不限,1
本科批,0359,合肥工业大学,0T,建筑学,物理,不限,2
本科批,3391,河北科技学院,0T,护理学,物理,不限,3
本科批,0551,湖南科技学院,0T,教育技术学(师范类),物理,不限,3
本科批,0079,华北电力大学(保定),0T,计算机类(计算机)(计算机科学与技术、软件工程、信息安全、网络空间安全),物理,不限,7
本科批,1104,华北科技学院,0T,信息工程,物理,不限,8
本科批,0487,华中科技大学,0T,电气工程及其自动化,物理,不限,4
本科批,0207,吉林财经大学,0T,财务管理,物理,不限,3
本科批,2595,辽宁理工职业大学,0T,机械设计制造及自动化,物理,不限,180
本科批,0287,南京航空航天大学,0T,新能源材料与器件,物理,不限,2
本科批,0128,内蒙古工业大学,0T,机械电子工程,物理,不限,4
本科批,0456,山东财经大学,0T,会计学,物理,不限,2
本科批,0143,沈阳航空航天大学,0T,环境工程,物理,不限,36
本科批,0153,沈阳建筑大学,0T,会计学,物理,不限,10
本科批,0157,沈阳农业大学,0T,机械设计制造及其自动化,物理,不限,95
本科批,0164,沈阳医学院,0T,劳动与社会保障,物理,不限,15
本科批,4101,太原工业学院,0T,微电子科学与工程,物理,不限,3
本科批,3895,燕京理工学院,0T,土木工程,物理,不限,1
本科批,1117,扬州大学,0T,微电子科学与工程,物理,不限,1
本科批,3326,云南大学滇池学院,0T,数据科学与大数据技术,物理,不限,2
本科批,0624,中国民用航空飞行学院,0T,市场营销,物理,不限,4
本科批,0119,太原师范学院,0T,生物科学(师范类),物理,化学|生物,3
本科批,0226,哈尔滨医科大学,0T,药物制剂,历史,化学,2
本科批,0652,西南政法大学,0T,政治学与行政学,历史,政治,2
本科批,1417,北京联合大学,0T,国际经济与贸易,历史,不限,3
本科批,0172,大连外国语大学,0T,哈萨克语,历史,不限,3
本科批,3844,东莞城市学院,0T,英语,历史,不限,2
本科批,3830,广西外国语学院,0T,财务管理,历史,不限,1
本科批,3391,河北科技学院,0T,护理学,历史,不限,3
本科批,0207,吉林财经大学,0T,财务管理,历史,不限,2
本科批,3471,集美大学诚毅学院,0T,工商管理,历史,不限,1
本科批,0319,南京师范大学,0T,中国语言文学类[汉语言文学(师范、非师范、创新实验班)、秘书学],历史,不限,3
本科批,1230,齐齐哈尔医学院,0T,社会工作,历史,不限,1
本科批,0456,山东财经大学,0T,会计学,历史,不限,1
本科批,3673,四川外国语大学成都学院,0T,国际新闻与传播,历史,不限,1
本科批,0285,苏州大学,0T,汉语国际教育,历史,不限,1
本科批,0070,天津财经大学,0T,审计学,历史,不限,1
本科批,0673,云南大学,0T,泰语,历史,不限,2
本科批,0624,中国民用航空飞行学院,0T,市场营销,历史,不限,4
本科批,0226,哈尔滨医科大学,0U,药物分析,物理,化学,3
本科批,0357,安徽大学,0U,集成电路设计与集成系统,物理,不限,3
本科批,1079,成都大学,0U,通信工程,物理,不限,2
本科批,0172,大连外国语大学,0U,印度尼西亚语,物理,不限,3
本科批,0235,大庆师范学院,0U,俄语,物理,不限,2
本科批,3650,贵阳信息科技学院,0U,机器人工程,物理,不限,3
本科批,0589,海南大学,0U,计算机科学与技术,物理,不限,1
本科批,1420,河北金融学院,0U,金融科技,物理,不限,5
本科批,3391,河北科技学院,0U,助产学,物理,不限,4
本科批,0207,吉林财经大学,0U,人力资源管理,物理,不限,2
本科批,3471,集美大学诚毅学院,0U,会计学,物理,不限,1
本科批,0222,佳木斯大学,0U,电气工程及其自动化,物理,不限,15
本科批,0731,兰州理工大学,0U,能源与动力工程,物理,不限,2
本科批,2595,辽宁理工职业大学,0U,汽车服务工程技术,物理,不限,60
本科批,1319,南昌工程学院,0U,计算机科学与技术,物理,不限,2
本科批,0143,沈阳航空航天大学,0U,飞行器质量与可靠性,物理,不限,58
本科批,0153,沈阳建筑大学,0U,应急管理,物理,不限,17
本科批,0164,沈阳医学院,0U,大数据管理与应用,物理,不限,25
本科批,0624,中国民用航空飞行学院,0U,公共事业管理,物理,不限,3
本科批,0520,中南财经政法大学,0U,计算机类[计算机科学与技术、信息安全、信息管理与信息系统、大数据管理与应用(仅招双学位班)、人工智能(仅招双学位班)],物理,不限,2
本科批,0205,长春师范大学,0U,生物科学(师范类),物理,化学|生物,2
本科批,0193,吉林农业大学,0U,农药化肥,物理,化学|生物,3
本科批,0157,沈阳农业大学,0U,林学,物理,化学|生物,23
本科批,0616,成都理工大学,0U,人文地理与城乡规划,物理,化学|地理,2
本科批,0226,哈尔滨医科大学,0U,药物分析,历史,化学,2
本科批,0652,西南政法大学,0U,国际事务与国际关系,历史,政治,2
本科批,0172,大连外国语大学,0U,印度尼西亚语,历史,不限,7
本科批,0235,大庆师范学院,0U,俄语,历史,不限,2
本科批,3762,福州外语外贸学院,0U,审计学,历史,不限,2
本科批,3830,广西外国语学院,0U,税收学,历史,不限,1
本科批,3391,河北科技学院,0U,助产学,历史,不限,3
本科批,0207,吉林财经大学,0U,人力资源管理,历史,不限,2
本科批,3471,集美大学诚毅学院,0U,会计学,历史,不限,1
本科批,3626,昆明理工大学津桥学院,0U,文化产业管理,历史,不限,1
本科批,1230,齐齐哈尔医学院,0U,应用心理学,历史,不限,1
本科批,3673,四川外国语大学成都学院,0U,财务管理,历史,不限,1
本科批,0070,天津财经大学,0U,公共管理类(行政管理、劳动与社会保障),历史,不限,2
本科批,0522,武汉体育学院,0U,英语,历史,不限,2
本科批,0624,中国民用航空飞行学院,0U,公共事业管理,历史,不限,3
本科批,0157,沈阳农业大学,0U,林学,历史,化学|生物,26
本科批,0011,北京工商大学,0V,环境工程,物理,化学,5
本科批,0076,河北工程大学,0V,建筑环境与能源应用工程,物理,化学,2
本科批,0543,湖南理工学院,0V,制药工程,物理,化学,1
本科批,0164,沈阳医学院,0V,康复物理治疗,物理,化学,14
本科批,0677,西南林业大学,0V,高分子材料与工程,物理,化学,1
本科批,1117,扬州大学,0V,化学类(化学、应用化学),物理,化学,1
本科批,0879,安徽科技学院,0V,网络工程,物理,不限,1
本科批,0616,成都理工大学,0V,材料科学与工程,物理,不限,2
本科批,3762,福州外语外贸学院,0V,资产评估,物理,不限,2
本科批,3650,贵阳信息科技学院,0V,人工智能,物理,不限,3
本科批,0589,海南大学,0V,软件工程(NIIT),物理,不限,1
本科批,1802,黑龙江工程学院,0V,智能科学与技术,物理,不限,2
本科批,1104,华北科技学院,0V,计算机科学与技术,物理,不限,2
本科批,3471,集美大学诚毅学院,0V,供应链管理,物理,不限,1
本科批,0222,佳木斯大学,0V,电子信息工程,物理,不限,5
本科批,3626,昆明理工大学津桥学院,0V,英语,物理,不限,2
本科批,0731,兰州理工大学,0V,新能源科学与工程,物理,不限,2
本科批,2595,辽宁理工职业大学,0V,建筑工程,物理,不限,217
本科批,0287,南京航空航天大学,0V,飞行器适航技术,物理,不限,4
本科批,0456,山东财经大学,0V,资产评估,物理,不限,1
本科批,0118,山西师范大学,0V,物理学(师范类),物理,不限,1
本科批,0272,上海财经大学,0V,数学类(信息与计算科学、数学与应用数学),物理,不限,2
本科批,0254,上海海事大学,0V,安全工程,物理,不限,2
本科批,2050,上海商学院,0V,大数据管理与应用,物理,不限,4
本科批,0143,沈阳航空航天大学,0V,飞行器适航技术,物理,不限,23
本科批,0153,沈阳建筑大学,0V,道路桥梁与渡河工程,物理,不限,35
本科批,0624,中国民用航空飞行学院,0V,交通管理(机场运行管理),物理,不限,3
本科批,0558,中山大学,0V,电子信息类(广州)(通信工程、微电子科学与工程、光电信息科学与工程),物理,不限,8
本科批,1047,上海立信会计金融学院,0V,金融科技,物理,化学|生物,4
本科批,0157,沈阳农业大学,0V,园林,物理,化学|生物,24
本科批,0031,北京第二外国语学院,0V,翻译(中英俄复语),历史,不限,1
本科批,1775,防灾科技学院,0V,广告学,历史,不限,2
本科批,3762,福州外语外贸学院,0V,资产评估,历史,不限,2
本科批,0077,河北地质大学,0V,英语,历史,不限,2
本科批,0276,华东政法大学,0V,日语(涉外法商),历史,不限,2
本科批,1843,九江学院,0V,汉语言文学(师范类),历史,不限,3
本科批,3626,昆明理工大学津桥学院,0V,英语,历史,不限,1
本科批,1230,齐齐哈尔医学院,0V,护理学,历史,不限,4
本科批,0456,山东财经大学,0V,资产评估,历史,不限,1
本科批,0157,沈阳农业大学,0V,园林,历史,化学|生物,15
本科批,0631,重庆医科大学,0W,智能医学工程,物理,化学,1
本科批,0226,哈尔滨医科大学,0W,医学影像技术,物理,化学,3
本科批,0076,河北工程大学,0W,给排水科学与工程,物理,化学,2
本科批,0879,安徽科技学院,0W,数据科学与大数据技术,物理,不限,1
本科批,0364,安徽农业大学,0W,机械设计制造及其自动化,物理,不限,2
本科批,0009,北方工业大学,0W,数据科学与大数据技术(中外合作办学),物理,不限,3
本科批,0621,成都信息工程大学,0W,网络空间安全,物理,不限,2
本科批,0235,大庆师范学院,0W,日语,物理,不限,3
本科批,3830,广西外国语学院,0W,软件工程,物理,不限,2
本科批,0589,海南大学,0W,信息安全,物理,不限,1
本科批,0080,河北工业大学,0W,工商管理,物理,不限,2
本科批,1802,黑龙江工程学院,0W,英语,物理,不限,1
本科批,2595,辽宁理工职业大学,0W,软件工程技术,物理,不限,230
本科批,0429,青岛理工大学,0W,计算机科学与技术,物理,不限,1
本科批,0684,曲靖师范学院,0W,数据科学与大数据技术,物理,不限,2
本科批,0456,山东财经大学,0W,审计学,物理,不限,1
